-2.428646829595504097e-01,-7.267556299677101483e-01,1.879149221915693904e-02,-6.978114228207694947e-02,-8.409106336634013246e-02,-2.022988911358311256e-02,1.790598734169230599e-01,-3.395146106356985993e-01,7.543148060583258763e-02,-1.103754747983701212e-01
1.088086671632538249e-01,-6.486457875964490860e-01,1.151380401615156590e-01,1.588255945885190812e-01,-2.359043827247628566e-01,-3.755911136844249376e-01,1.726101285922654327e-01,-4.954979755447022627e-01,-2.271922412426301552e-01,-1.664657804082209647e-01
-6.052919525740422246e-01,-5.987639509463366094e-01,-3.296464389119451721e-01,-3.686264452137691383e-01,-2.939563518394100461e-02,5.363112440583259755e-01,-1.274922662445400479e-01,-7.131797356762964446e-02,6.144640271107663920e-02,-6.334742421407928425e-01
6.123418780078296493e-03,-4.013718341795078914e-01,4.643624914214262156e-01,-4.021807640555103980e-01,1.985932861732469801e-01,-4.125236319569544619e-02,-2.983867341039708188e-01,1.673529414445949215e-01,-4.744619871089894581e-01,1.274367354021538612e-01
7.596262930130860680e-02,-3.062479455337705284e-02,-8.567596029276809688e-02,-9.906038501124589390e-02,-3.653395468036422233e-01,-2.925313329855333544e-01,-1.034576485407411039e-02,-2.107786638270802704e-01,-2.760882501532470057e-01,-3.827890036430988685e-01
1.402036644484827566e-01,5.666090487337263615e-02,1.570835672925630089e-01,1.485837719062976514e-01,-4.858112972872499075e-02,-4.800284375199478926e-01,-1.925645393806276195e-01,-2.073487131850167142e-01,-3.707107389311688483e-01,-4.183798328468927852e-01
-2.347702855707201886e-01,-4.876946689819502412e-01,-6.438944717617349489e-02,3.222475209871761281e-01,-2.965353926315370536e-01,1.102069803871192077e-01,-2.935912321582208051e-01,-1.434471530075616674e-01,7.312954480712821059e-01,-3.201774108199935132e-01
-6.208769076044604041e-02,-1.688988544258004931e-01,9.781776067929839891e-02,-9.841663189233336093e-03,-2.089914606402129282e-01,-2.401263251672725585e-01,-1.836272838890276246e-02,-6.398248943390129062e-01,-1.282106438329617404e-01,-4.317136628020593059e-01
-5.391657289106233097e-01,-6.345734652308648860e-02,8.025921789280622554e-02,2.029473351550962479e-01,-7.085248286839573861e-02,-4.522519354314831486e-02,-2.329638931219498721e-01,-1.440149483470716529e-01,-4.670696137157369088e-01,-3.905415702074879203e-01
-2.237615482799614752e-01,-6.201512361655652228e-01,1.820857066946380831e-01,4.187992171401790781e-02,-1.128132161118164112e-01,-1.539595582730750034e-01,-6.633512694804480359e-02,-4.752548590447630561e-01,-1.045328885058669464e-02,-9.938292687570877693e-01
