-1.006720754787028715e+00,7.702063437965170900e-01,-3.111863949733683077e-01,2.574703193518273481e-01,-1.051404801673626155e+00,1.462983317837976305e+00,4.022685402805742938e-01,-1.129300450464512329e+00,2.847369745981615519e-01,3.169795554706213991e-01
2.985500550533679021e-01,-9.500219794600486267e-01,2.503039108007152902e-01,-5.422347731759303846e-01,-5.637054788304353137e-01,3.259971875424282350e-01,-1.419805250072130320e-01,1.008139929379425093e+00,8.687883015763478989e-01,-8.602777424301315534e-01
-2.366948242531840274e-01,-6.863185017190632786e-01,-8.789244464793491973e-01,-4.994003987465104322e-01,1.391883021549176203e-01,-2.797612603208934345e-01,7.258812434496808574e-01,-4.196705458424431212e-01,1.226220869627359544e+00,6.980034806509198830e-01
-3.169363643625478510e-01,-1.535066902302573422e-01,-6.124115991033871609e-01,-1.465597777971520577e+00,2.253738257050565408e-01,5.744748137414250611e-01,-1.957732073938727238e-02,-1.001610834291188079e-01,8.985234797422108066e-01,-8.647298976042011587e-01
1.334057581408338411e+00,-1.895282548951192358e-01,-3.253714740094167945e-01,-5.768181175053028326e-02,-7.475492756392048133e-01,1.461883759450274545e-01,-8.197127189136537151e-01,1.153606780480180172e+00,2.571380310396738644e-01,-6.019197418743261752e-01
-4.961040584899496092e-02,-3.977510935989624907e-01,2.881112312993758806e-01,3.897755577531653026e-01,-3.267215217675339956e-02,-1.850266619143648428e-01,-1.846909323136770309e-01,5.345343085804388217e-01,-4.160099269888325457e-01,-1.159658890234121387e+00
-4.094070887387942226e-01,1.616362746782850635e-01,-1.850210868038719481e+00,2.637109955762243496e-01,7.609579558924304266e-01,1.079837406455362858e+00,-1.142566347237982560e+00,5.921901814049055357e-01,1.067265854321057528e-01,-4.710390618965948906e-01
7.221524556745209100e-01,-1.136490671382328399e+00,4.958614637378018219e-01,-7.579568528705005193e-01,3.747600983494957516e-01,-3.166646212129616833e-01,-5.565912519204280207e-01,-7.344367672196840946e-01,1.713557983999274836e-01,-1.119601517717382089e-01
-1.383402241140922584e+00,-1.552055438832638412e+00,-9.430098044802454060e-02,-1.411430425114854614e+00,5.241381306635148896e-01,8.626780560697432376e-01,-6.574210357341010447e-01,3.107845922845533959e+00,-1.793065879890287873e+00,-8.546147960204413252e-01
1.730892142501938291e-01,2.247027034066428619e-01,-1.326786189933903071e+00,-8.915891792275023597e-01,6.326042226245396360e-01,1.552270284946830614e+00,-5.582407541219979175e-01,-1.129971713370623077e+00,4.094035723177973374e-01,-8.566327951760707160e-01
